timestamp,itemid,property,value
1431226800000,72714,364,579939
1431226800000,47714,364,721312
1431226800000,108483,112,679677
1431226800000,139105,917,573446
1431226800000,315625,776,467836
1431226800000,196504,917,237993
1431226800000,160705,678,539332
1431226800000,21836,52,1310600 1284577 704799
1431226800000,459006,917,1149564
1431226800000,57980,776,250623
1431226800000,466294,888,530702 1235412 1284577 237874 928736
1431226800000,104473,112,679677
1431226800000,177186,888,280779
1431226800000,108234,available,0
1431226800000,256165,790,n5880.000
1431226800000,439952,764,1285872
1431226800000,424314,283,333949 1308771 715292 n144.000 145396 615368 1301878 1076902 1235128 179928 1297729 324650 n14400.000 76734 582729 581854 572351 953197 87960 76225 333834 75903 759892 778308 703408 246175
1431226800000,388687,776,285821
1431226800000,229472,678,378110 799119
1431226800000,125449,227,1323749 150169 9705
1431226800000,234553,678,1026481
1431226800000,15582,888,1077296
1431226800000,238751,available,0
1431226800000,146685,888,479077 1338813
1431226800000,71301,159,519769
1431226800000,144891,776,740210
1431226800000,86905,917,1027621
1431226800000,208325,764,1285872
1431226800000,140937,888,1071703 1088285
1431226800000,94564,678,234027 1100253
1431226800000,353592,678,286484
1431226800000,157729,categoryid,70
1431226800000,196801,112,679677
1431226800000,380250,364,1081048
1431226800000,303352,available,0
1431226800000,119569,categoryid,746
1431226800000,195313,159,519769
1431226800000,166210,888,341351
1431226800000,50900,364,679644
1431226800000,48484,364,157218
1431226800000,72276,917,503103
1431226800000,386133,917,660833 422487
1431226800000,375256,159,519769
1431226800000,238143,159,519769
1431226800000,82748,159,519769
1431226800000,244525,776,664046
1431226800000,286445,678,140639
1431226800000,147451,159,519769
1431226800000,264584,6,1283144 353870
1431226800000,136157,888,919837 n49500.000 174678 1107526
1431226800000,7693,283,305351 18800 1105798 77757 n4212168108.000
1431226800000,268881,776,20426
1431226800000,335770,678,1115724
1431226800000,456947,112,679677
1431226800000,411979,159,519769
1431226800000,30944,categoryid,342
1431226800000,287092,764,1285872
1431226800000,329323,917,431462
1431226800000,438593,6,232903 1284577 1254784
1431226800000,143513,888,312256 n113520.000 872268
1431226800000,115447,888,n9643320.000
1431226800000,346156,364,467344
1431226800000,268443,available,0
1431226800000,282547,6,1088309
1431226800000,376398,364,172499
1431226800000,240660,159,519769
1431226800000,297240,159,519769
1431226800000,142512,678,962854
1431226800000,93304,283,605947 505421 945042 n30.000 1318713 952750 n36.000 1238850 554885 1238850
1431226800000,219486,112,679677
1431226800000,71769,790,n470880.000
1431226800000,47649,159,519769
1431226800000,122303,678,1180441
1431226800000,3339,112,679677
1431226800000,458380,6,402775 237874 1262412
1431226800000,237504,112,679677
1431226800000,334985,112,679677
1431226800000,111873,227,977762
1431226800000,203209,771,n15.600 190776 639502 n32.400 190776
1431226800000,317803,888,1153239 656340 1287597
1431226800000,253402,71,31884 1036954
1431226800000,329725,159,519769
1431226800000,223469,776,708005
1431226800000,287148,categoryid,547
1431226800000,409528,710,1194773 1178208 n156.000 190776
1431226800000,312533,available,0
1431226800000,166005,112,679677
1431226800000,354225,917,1249102
1431226800000,205684,364,95792
1431226800000,399777,364,1047875
1431226800000,377207,71,1128176 1186610
1431226800000,310623,678,1120576 114320
1431226800000,395836,764,1285872
1431226800000,275025,917,804510 1150993
1431226800000,283697,678,508476
1431226800000,279922,available,0
1431226800000,451700,917,135088
1431226800000,317438,794,782961 375635 1115331 n96.000 1187104 1169318
1431226800000,112021,776,589133
1431226800000,371361,categoryid,1098
1431226800000,436990,776,1230338
1431226800000,455152,available,1
1431226800000,381358,776,18586
1431226800000,84885,available,0
1431226800000,273864,364,908863
1431226800000,312039,283,305351 1254637 n1102248.000
1431226800000,445201,283,1285402 1042990 362953 356016 869197 1206044 441360 769778
1431226800000,295526,categoryid,154
1431226800000,233996,888,39123
1431226800000,213021,364,956387
1431226800000,463442,888,681283
1431226800000,455325,771,n15.600 190776 639502 n32.400 190776
1431226800000,119432,678,105645
1431226800000,101908,112,679677
1431226800000,327666,776,338206
1431226800000,25747,112,679677
1431226800000,409567,917,556391
1431226800000,195091,888,150169 176547 286484 824301 698792 187955 151355 773015 703795 293011 35413 770786
1431226800000,209087,763,17920
1431226800000,95295,159,519769
1431226800000,407182,283,782039 678211 682142 n168.000
1431226800000,204170,776,728617
1431226800000,215348,790,n47640.000
1431226800000,385404,790,n55800.000
1431226800000,221539,678,140639
1431226800000,452902,categoryid,799
1431226800000,229872,categoryid,209
1431226800000,357095,283,648307 1228199 469373
1431226800000,76729,888,38627
1431226800000,193731,112,679677
1431226800000,50956,6,1152934 1042990
1431226800000,29541,888,1012391 487390
1431226800000,296324,790,n157800.000
1431226800000,50763,112,679677
1431226800000,200530,776,152481
1431226800000,397791,categoryid,330
1431226800000,240175,776,1326083
1431226800000,25955,776,1314352
1431226800000,123677,112,679677
1431226800000,16651,888,876797 585963 731966
1431226800000,441845,917,12590 1146011 702727
1431226800000,115768,790,n127812.000
1431226800000,271366,681,1078259
1431226800000,381114,1041,952750 n24.000
1431226800000,414702,678,821386 609207
1431226800000,394744,available,0
1431226800000,23982,6,554317
1431226800000,124388,685,n1371.600
1431226800000,358822,888,1311826
1431226800000,273271,917,1267983
1431226800000,355873,364,166303
1431226800000,455275,917,636016
1431226800000,31931,888,1208083
1431226800000,75981,categoryid,479
1431226800000,406784,480,726612
1431226800000,356997,283,1214748 1103229 127431 881166 623644 1267107
1431226800000,319557,112,679677
1431226800000,195044,776,461590
1431226800000,162505,776,880832
1431226800000,149451,283,882006 768453 574168 518583
1431226800000,40529,917,444379 331161
1431226800000,338948,112,679677
1431226800000,426840,678,202346
1431226800000,201471,776,1299488
1431226800000,219567,888,683597 1329647 n264.000 424566 179312
1431226800000,447907,112,679677
1431226800000,154685,112,679677
1431226800000,87159,available,0
1431226800000,351095,888,945360 30603 697634 n24.000 1128577 n12.000 871215 343735 n49693.200 871215 421694
1431226800000,110503,available,1
1431226800000,255423,6,726393
1431226800000,231237,available,1
1431226800000,429965,763,880257
1431226800000,13247,776,1098742
1431226800000,308230,available,0
1431226800000,356871,available,0
1431226800000,409200,6,253511
1431226800000,69043,764,1285872
1431226800000,298123,678,628196
1431226800000,462190,790,n6600.000
1431226800000,325204,categoryid,1475
1431226800000,69036,1081,769062
1431226800000,365616,776,857549
1431226800000,253285,categoryid,160
1431226800000,14251,6,945360 827388
1431226800000,145201,112,679677
1431226800000,333993,790,n10440.000
1431226800000,202798,776,1268592
1431226800000,121187,6,1020281
1431226800000,193314,364,535135
1431226800000,422272,364,389533
1431226800000,414360,283,109110 1050583 594929 1173071
1431226800000,15518,678,803565
1431226800000,159743,112,679677
1431226800000,352667,categoryid,1675
1431226800000,426173,790,n254520.000
1431226800000,249742,1081,769062
1431226800000,228002,764,1285872
1431226800000,370532,6,1263524
1431226800000,229379,790,n7800.000
1431226800000,348298,790,n58800.000
1431226800000,61498,888,683597 1254144 721739 n264.000 424566 179312
1431226800000,316003,888,5135 1311102
1431226800000,271040,790,n58800.000
1431226800000,67288,159,519769
1431226800000,254372,categoryid,315
1431226800000,232811,available,0
1431226800000,257668,776,1299402
1431226800000,46105,6,804065
1431226800000,119360,893,n12.000
1431226800000,239711,6,460346 630194
1431226800000,133300,159,519769
1431226800000,101457,6,1037891
1431226800000,254419,364,138862
1431226800000,297258,917,1068629
1431226800000,153466,888,132734 237874 236696
1431226800000,187160,790,n74040.000
1431226800000,280083,776,544075
1431226800000,268597,888,n7200.000 n184.800 1159219 1154859 86628
1431226800000,62421,283,321215 62923 223745 1096374 166024 639134 140221 223745 397325 639502 613364 908191 150169 642930 402228 755308 743132 857932 959897 1036954 93824 30603 582690 237874 397550 1158829 1266913 30603 983704 1335265 519519 132466 1185546
1431226800000,262192,364,996806
1431226800000,18506,available,0
1431226800000,462840,283,162014 193239 1023571 849688 185016 351463 462427 1023571 849688 1327691 312815 162014 193239 989366 980409 3110 161652 150169 1322984 311357 431733 148839 1266913 620268 30603 621253 780028 193239 613364 836345 583324
1431226800000,27815,369,1141651
1431226800000,60515,159,519769
1431226800000,114112,available,0
1431226800000,65594,917,347935
1431226800000,76092,159,519769
1431226800000,192259,159,519769
1431226800000,90580,776,591599
1431226800000,301579,790,n30600.000
1431226800000,342507,888,502585 152886 768939
1431226800000,348640,888,1051803 251098 n711871476.000
1431226800000,63522,available,0
1431226800000,26592,888,1223846
1431226800000,160135,917,607396 332937 n7140.000
1431226800000,174101,159,519769
1431226800000,65882,764,1285872
1431226800000,193766,6,823435 945042
1431226800000,323969,917,982000 196609
1431226800000,410179,6,203835
1431226800000,113425,159,519769
1431226800000,202312,678,981428
1431226800000,385615,678,173842
1431226800000,285144,159,519769
1431226800000,171248,764,1285872
1431226800000,435900,776,926383
1431226800000,166904,776,905284
1431226800000,410933,283,357090 85368 12506 311139 12506 357090 237874 85368 245814 n60.000 736235 931404 505706 283635 639502 1021460 1262412 357090 1247124 21488 557875 263246 245107 1097714 153215 171365 150169 1040333 839723 673876 1178208
1431226800000,142045,categoryid,646
1431226800000,434002,764,1285872
1431226800000,60692,available,0
1431226800000,93066,917,718042
1431226800000,458015,categoryid,1584
1431226800000,374404,6,681776 193781
1431226800000,207887,112,679677
1431226800000,372850,364,251681
1431226800000,241012,112,679677
1431226800000,20384,112,679677
1431226800000,416114,available,0
1431226800000,271403,6,911724
1431226800000,210021,888,856376 436420 992862 951748 690896 n30.000 1135780 1284577 n187.200 1284577 n23040.000 628176 n12960.000 1284577 n96.000 1187104 1284577 n12.000 1175087 n12.000 1072114 1284577 491900 1284577 618514 980588 399087 504328 1284577 1141052 n48.000 288796 1284577 814297 670753 n96.000
1431226800000,394383,categoryid,697
1431226800000,182551,categoryid,130
1431226800000,101431,6,1115994
1431226800000,95161,159,519769
1431226800000,317047,790,n507600.000
1431226800000,313151,917,1240445
1431226800000,361236,764,1285872
1431226800000,396370,6,1152934 1238769
1431226800000,38584,categoryid,1277
1431226800000,76190,364,560617
1431226800000,302383,478,769062
1431226800000,253204,790,n458892.000
1431226800000,443401,790,n8760.000
1431226800000,445359,678,1127255
1431226800000,244323,917,n120.648
1431226800000,90424,790,n434520.000
1431226800000,327217,696,717520 1240261
1431226800000,336134,6,1249027
1431226800000,434506,159,519769
1431226800000,284393,categoryid,389
1431226800000,204898,364,203442
1431226800000,36110,283,726714 n24.000 1128577 n12.000 1247997 809183 966220 628176
1431226800000,157066,678,740407 1226223
1431226800000,270515,764,1285872
1431226800000,330413,790,n14280.000
1431226800000,64464,917,415523 1022759
1431226800000,408009,283,716637 644541 558828 1041756 716637 644541 558828 485063 1158829 1020770 849506 30603 1331563 871215 422524 30603 644333 913084 880027 76299 312815 149279 487760 167931 673876 681821 30603 288731 766810 242344
1431226800000,311254,283,515573 84662 1201207 221550 568006
1431226800000,176701,776,902823
1431226800000,111675,888,992907 n7200.000 1173411
1431226800000,240149,790,n99240.000
1431226800000,446535,159,519769
1431226800000,268114,776,265176
1431226800000,319483,852,1116693
1431226800000,170516,364,356195
1431226800000,403184,283,598729 1286049 1180441 1252719 253573 339009 75026
1431226800000,113807,112,679677
1431226800000,432887,364,808570
1431226800000,208376,888,236638 103176
1431226800000,61571,112,679677
1431226800000,247225,888,665170
1431226800000,371955,678,46428
1431226800000,205712,6,1037891
1431226800000,183809,categoryid,1674
1431226800000,306373,364,532042
1431226800000,297636,6,1013486
1431226800000,113048,908,322954
1431226800000,165031,6,463233 1157517
1431226800000,336049,364,171219
1431226800000,410522,790,n142560.000
1431226800000,971,6,1214314
1431226800000,210456,112,679677
1431226800000,397211,159,519769
1431226800000,368126,1054,n120.000 639502 n132.000
1431226800000,150437,764,1285872
1431226800000,391694,888,508797 797447 1157243 1304523 1135717
1431226800000,121631,790,n11400.000
1431226800000,263375,159,519769
1431226800000,219555,888,628374 n7411740.000
1431226800000,139278,364,287330
1431226800000,311356,776,1244759
1431226800000,400467,159,519769
1431226800000,29452,755,769062
1431226800000,114653,159,519769
1431226800000,78945,888,449937 1195349
1431226800000,118332,364,300241
1431226800000,253750,159,519769
1431226800000,67683,112,679677
1431226800000,419660,283,571547 179006 912441
1431226800000,333139,475,744288 1087535 632043
1431226800000,355206,678,367680
1431226800000,390357,917,340773
1431226800000,64110,917,446086
1431226800000,144453,112,679677
1431226800000,259907,917,787566 476705
1431226800000,190836,776,966677
1431226800000,112787,790,n53160.000
1431226800000,326176,678,570559
1431226800000,285472,888,84458
1431226800000,394745,available,1
1431226800000,153458,776,863083
1431226800000,46240,227,1252290 1319279 920988
1431226800000,338191,6,982487
1431226800000,392702,112,679677
1431226800000,409133,790,n13320.000
1431226800000,273968,364,1075011
1431226800000,331899,364,978446
1431226800000,267089,283,571547 907458 838617
1431226800000,386609,categoryid,1613
1431226800000,194114,6,452320 853231
1431226800000,33738,976,n15.600 1135780
1431226800000,411247,71,920064
1431226800000,214973,112,679677
1431226800000,431439,159,519769
1431226800000,168208,392,769062
1431226800000,7536,283,188678 1174210 150169 1094908 340462 1086931
1431226800000,335364,categoryid,769
1431226800000,390126,6,593897 95867
1431226800000,23915,categoryid,251
1431226800000,155381,776,301962
1431226800000,160203,962,769062
1431226800000,458990,159,519769
1431226800000,323380,available,1
1431226800000,208398,159,519769
1431226800000,95933,917,624746 639502 n18000.000 456989
1431226800000,399496,159,519769
1431226800000,173028,227,1285402 1042990
1431226800000,185103,790,n36840.000
1431226800000,275539,888,1228630 759236 1075463 639502 614605 910059 1315552
1431226800000,40526,available,0
1431226800000,330002,678,25933
1431226800000,390783,159,519769
1431226800000,374719,776,391379
1431226800000,2152,283,1184891 629402 901926 293352 1057703 727625
1431226800000,195459,790,n8280.000
1431226800000,127068,categoryid,936
1431226800000,156107,790,n3360.000
1431226800000,211348,available,0
1431226800000,452030,categoryid,1421
1431226800000,325050,678,1259877
1431226800000,127761,917,n233352000.000
1431226800000,413220,764,1285872
1431226800000,450996,764,1285872
1431226800000,2765,917,n18552.000
1431226800000,351566,790,n26280.000
1431226800000,358931,790,n103080.000
1431226800000,349000,776,407598
1431226800000,240816,available,0
1431226800000,29906,776,805980
1431226800000,414368,917,210030
1431226800000,143438,112,679677
1431226800000,64287,917,599380 785259 1299785 827199
1431226800000,75770,112,679677
1431226800000,222858,6,1039610 1242090
1431226800000,329048,available,0
1431226800000,403163,888,248902 1106070 668053
1431226800000,395446,764,1285872
1431226800000,411563,324,n72.000 639502 n96.000 190776
1431226800000,310219,764,1285872
1431226800000,432660,776,1310169
1431226800000,103226,364,806496
1431226800000,26126,283,1249027 820477 585338
1431226800000,43807,categoryid,48
1431226800000,197603,364,330936
1431226800000,95285,888,n8647692.000 137249
1431226800000,256680,776,908443
1431226800000,74540,776,264565
1431226800000,153235,159,519769
1431226800000,1544,678,966692
1431226800000,369249,112,679677
1431226800000,227740,available,0
1431226800000,48114,283,23329 305351 1081499 n4436532.000
1431226800000,159296,764,1285872
1431226800000,99164,categoryid,685
1431226800000,345832,364,1272823
1431226800000,125514,678,6799
1431226800000,316599,776,103525
1431226800000,448565,566,n9.480 424566
1431226800000,251353,790,n29880.000
1431226800000,130462,763,150169 346980
1431226800000,453137,776,1043353
1431226800000,315605,764,1285872
1431226800000,228786,227,283006 1187353
1431226800000,451600,764,1285872
1431226800000,209715,364,239921
1431226800000,306263,888,422480 237874 514984 n111660.000
1431226800000,158453,available,0
1431226800000,337898,159,519769
1431226800000,148202,categoryid,1409
1431226800000,34353,917,541976
1431226800000,149295,917,248518
1431226800000,144927,283,1283144 353870 169404 1140405 1326412 353870 n61.200 150169 1103229 162712 1182824 924572 238672 227411 988697 1122853 326303 237874 460346 356331 855539
1431226800000,94468,112,679677
1431226800000,322527,790,n28080.000
1431226800000,43687,categoryid,1250
1431226800000,349950,764,1285872
1431226800000,248592,917,121390
1431226800000,373755,6,505421 945042
1431226800000,345424,764,1285872
1431226800000,37845,364,388934
1431226800000,119153,888,345421
1431226800000,269792,764,1285872
1431226800000,336374,364,547008
1431226800000,210595,6,726714
1431226800000,326598,6,102694
1431226800000,324956,771,n32.400 190776 639502 n48.000 n60.000 190776
1431226800000,202962,available,0
1431226800000,347510,776,102358
1431226800000,308136,364,845303
1431226800000,323015,categoryid,518
1431226800000,401889,790,n107880.000
1431226800000,4728,112,679677
1431226800000,30366,790,n305400.000
1431226800000,398925,790,n88800.000
1431226800000,429072,764,1285872
1431226800000,417729,790,n30360.000
1431226800000,277331,764,1285872
1431226800000,143621,112,679677
1431226800000,379246,764,1285872
1431226800000,157775,364,62363
1431226800000,64306,6,822454
1431226800000,107781,112,679677
1431226800000,145001,764,1285872
1431226800000,210515,6,1037891
1431226800000,113374,159,519769
1431226800000,389344,678,863039 257817
1431226800000,46166,283,305351 485740 782910
1431226800000,320714,6,282333 1065616
1431226800000,114610,888,866645 1023101 140259
1431226800000,196506,888,1184347 6872 468742
1431226800000,213905,790,n21720.000
1431226800000,54561,790,n160500.000
1431226800000,45725,764,1285872
1431226800000,183241,678,132185
1431226800000,433745,283,668584 268711 12985 824508 668584 268711 12985 668850 639502 3110 150169 1112205 1167335 758452 202628 1297729 n108.000 1178208 n300.000 190776 353870 426626 639502 19895 457851 431733 1161933 610340 668584 31552 n60.000 110657 705367 1296483 30603 214314
1431226800000,182876,888,167210 n12.000 n1022472.000
1431226800000,158272,790,n15143520.000
1431226800000,392816,112,679677
1431226800000,273566,790,n100080.000
1431226800000,284079,678,202346
1431226800000,3054,available,0
1431226800000,224688,available,1
1431226800000,383006,categoryid,535
1431226800000,267809,283,664915 1318713 626480 127831 567120 n12.000
1431226800000,259867,275,769062
1431226800000,215991,categoryid,769
1431226800000,336109,112,679677
1431226800000,36447,776,449616
1431226800000,107626,764,1285872
1431226800000,356154,159,519769
1431226800000,159578,888,994067 1236060
1431226800000,218695,678,624724
1431226800000,103322,678,1202873
1431226800000,301419,227,1285402 1042990
1431226800000,175479,678,367680
1431226800000,305870,112,679677
1431226800000,317893,364,865293
1431226800000,173367,776,185729
1431226800000,158813,678,1233056
1431226800000,357445,112,679677
1431226800000,247486,283,823435 945042 140639 346504 1278162 859372 639502 235929 405769 945042 140639 4325 949802 358637 182494 397550 945042 1283044 16970 474341 645592 16718 1051562 986284 526589 237874 611917 621351 1004102 694499
1431226800000,108426,159,519769
1431226800000,1293,categoryid,1279
1431226800000,142130,888,643709
1431226800000,340998,159,519769
1431226800000,1878,159,519769
1431226800000,371319,364,204530
1431226800000,219534,1075,n12000.000 1029109
1431226800000,120170,112,679677
1431226800000,47838,available,0
1431226800000,19065,112,679677
1431226800000,448197,227,430845 98427
1431226800000,211508,790,n12600.000
1431226800000,93100,364,6681
1431226800000,284734,283,708425 219473 925663 n33648.000
1431226800000,108938,790,n4200.000
1431226800000,212593,available,0
1431226800000,194711,678,56907
1431226800000,394453,6,610340 431733
1431226800000,288713,categoryid,1147
1431226800000,390298,888,936580 37341 253573
1431226800000,298246,888,205303 566346 717520 1335861 812345 101428
1431226800000,438729,112,679677
1431226800000,350191,112,679677
1431226800000,463745,6,188678 1235560 237874 302848
1431226800000,274662,888,188046
1431226800000,370014,678,607735
1431226800000,125587,678,570988
1431226800000,193773,364,1026641
1431226800000,357421,911,927314
1431226800000,280650,776,1290129
1431226800000,417592,790,n0.000
1431226800000,241589,888,43600 862909 865804
1431226800000,239741,776,641277
1431226800000,269029,888,122923 681242 1015557 639502 496645 910059 1192877
1431226800000,330934,790,n63600.000
1431226800000,231685,324,n72.000 639502 n96.000 190776
1431226800000,250397,888,757521 194271 n12000.000
1431226800000,101796,6,571547
1431226800000,107016,917,159580
1431226800000,416115,71,1136794
1431226800000,24586,848,n120.000
1431226800000,373700,6,445730 150169 640322
1431226800000,243378,917,1201325
1431226800000,6674,159,519769
1431226800000,443248,6,452320 853231
1431226800000,425036,678,127431
1431226800000,180651,6,177813
1431226800000,351249,776,1283388
1431226800000,411881,790,n15360.000
1431226800000,207428,790,n49560.000
1431226800000,342197,764,1285872
1431226800000,123926,categoryid,342
1431226800000,326747,763,880257
1431226800000,309531,790,n153000.000
1431226800000,381050,764,1285872
1431226800000,322866,available,1
1431226800000,129267,776,57396
1431226800000,201157,364,951279
1431226800000,140282,790,n31800.000
1431226800000,450740,112,679677
1431226800000,264867,categoryid,1084
1431226800000,128742,678,633705
1431226800000,94537,888,426633
1431226800000,275506,159,519769
1431226800000,314913,159,519769
1431226800000,214111,764,1285872
1431226800000,3274,776,267697
1431226800000,166599,678,159523
1431226800000,222906,888,1197268 927133
1431226800000,238573,283,726714 422480 1018676 n6960.000 1252377 693423 726714 422480 1018676 1252377 827708 639502 193250 150169 610517 1297729 n72.000 309206 1178208 1175087 350726 277305 511516 31552 1089129 1033990 807503 1184709 1244358 726714 765884 635358 351876 567743
1431226800000,191653,6,1322342 150169 1139669
1431226800000,98411,364,1307387
1431226800000,338891,283,513325 1020281 594577 744500 898004 140719 814966 1020281 594577 744500 985213 1023274 30603 1053334 1128577 728656 148839 71 554804 1308676 263517 745056 1158829 1283044 30603 727209 393078 150169 1267238 136817 668500 642930
1431226800000,83326,6,1037547
