timestamp,itemid,property,value
1431226800000,225753,available,0
1431226800000,15925,369,853914
1431226800000,351502,364,392081
1431226800000,33254,6,882006 768453
1431226800000,141693,6,773065
1431226800000,221682,112,679677
1431226800000,52467,283,839336 1100253 1280849 142824 58475
1431226800000,375064,283,722378 722494 1283719 1923
1431226800000,166865,available,0
1431226800000,19339,888,35486 n456000.000 824508
1431226800000,279848,categoryid,1043
1431226800000,238624,917,196060
1431226800000,153139,678,350760
1431226800000,9824,283,253511 703408 457851 n184.800 1023101 452738 296724 898004 30603 582690 253511 1297729 1023101 452738 150169 1037891 237874 996394 1238769 1308676 593601 n184.800 606827 1308676 263517 646928 220056 269926 1103229 1297729 51269 847239 1096082 689626 1283044 1151941 972991 1215254 857932 230048 703408
1431226800000,20785,159,519769
1431226800000,295333,776,659719
1431226800000,263293,222,n12.000
1431226800000,287150,917,1077013
1431226800000,49990,790,n48000.000
1431226800000,2658,764,1285872
1431226800000,200224,678,699931
1431226800000,40938,6,112336
1431226800000,236438,678,1315175
1431226800000,99933,764,1285872
1431226800000,256302,6,861893
1431226800000,372282,764,1285872
1431226800000,395195,776,935635
1431226800000,252869,917,143353 n96000002171112.000
1431226800000,72476,available,0
1431226800000,98516,112,679677
1431226800000,219155,available,0
1431226800000,150826,678,23189
1431226800000,321050,764,1285872
1431226800000,102912,790,n44520.000
1431226800000,452150,categoryid,1301
1431226800000,63283,283,915957 739594 942780 1075091 n26880.000 384504 1215254 609859 39986 707771 694626 1075091 n26880.000 639502 515838 1128577 896018 1075091 992688 137289 n264.000 586893 n480.000 45883 338591 458346 906792 855390 386817 536056 835209
1431226800000,211584,588,769062
1431226800000,233370,available,0
1431226800000,338778,112,679677
1431226800000,294413,888,1316906 534656 959955 639502 91081 534656
1431226800000,245411,369,488660
1431226800000,59123,678,393020
1431226800000,244752,888,741444
1431226800000,169222,112,679677
1431226800000,20679,776,1051768
1431226800000,406645,159,519769
1431226800000,163918,1041,769062
1431226800000,220377,159,519769
1431226800000,371854,764,1285872
1431226800000,23862,776,478124
1431226800000,398051,888,57342
1431226800000,90682,764,1285872
1431226800000,50220,available,1
1431226800000,370631,888,245684 41621
1431226800000,160641,917,299890
1431226800000,105687,678,116244
1431226800000,417896,764,1285872
1431226800000,181318,678,1097267 1047696
1431226800000,332130,6,1104098
1431226800000,148036,283,66094 202346 331631 1210421 66094 202346 588155 312815 768988 610340 1195475 1128577 901561 658406 935578 493696 657363 30603 1339552 86628 1180853 1058996 148823 986284 1322984 1083568 553808 30603 243924 934740 625815 237874 312815 66094 1215254 646928 653972
1431226800000,374469,678,1180441
1431226800000,394277,888,1173270 1335183 59685 n24.000 1187104 1181691
1431226800000,423325,159,519769
1431226800000,76853,categoryid,1610
1431226800000,316809,283,1039610 1242090 896095 1134793
1431226800000,378345,790,n45840.000
1431226800000,313738,764,1285872
1431226800000,221025,364,874841
1431226800000,452903,283,1132826 390894 1219099 452538 595933 768988 1189968 390894 536372 312815 669466 870386 1244358 117991 1300891 269926 904546 778470 870386 30603 264325 1225881 30603 752730 1304350 703408 269926 780351 821952 117991 647279 1304350 523700
1431226800000,149788,776,734588
1431226800000,229734,available,0
1431226800000,77870,364,1329964
1431226800000,156230,6,915957 727528
1431226800000,94343,categoryid,1018
1431226800000,398509,159,519769
1431226800000,127463,112,679677
1431226800000,237725,956,892975
1431226800000,99701,776,53184
1431226800000,30323,888,1168024
1431226800000,268056,categoryid,1035
1431226800000,100532,364,124651
1431226800000,168659,764,1285872
1431226800000,170425,888,329467 1197157 489097
1431226800000,121651,888,629699 1012969 510276
1431226800000,1843,764,1285872
1431226800000,440513,917,236752
1431226800000,397081,283,1233291 364448 1132766
1431226800000,7301,917,n5364121380.000
1431226800000,78297,available,1
1431226800000,438368,917,302295
1431226800000,192853,961,54455
1431226800000,108095,678,305166
1431226800000,314919,776,315348
1431226800000,264772,364,858329
1431226800000,279363,364,1217625
1431226800000,454482,364,181973
1431226800000,134935,categoryid,342
1431226800000,13947,678,164247
1431226800000,195881,790,n188760.000
1431226800000,429209,categoryid,289
1431226800000,123568,917,1080242
1431226800000,66024,790,n32280.000
1431226800000,300467,678,202346
1431226800000,93733,776,49210
1431226800000,158382,283,1037891 508476 826669 n18684.000
1431226800000,54039,790,n22680.000
1431226800000,451351,776,693815
1431226800000,260165,678,1034258
1431226800000,80119,680,584147
1431226800000,124987,790,n22920.000
1431226800000,442355,776,1193780
1431226800000,374726,906,769062
1431226800000,17607,678,435885
1431226800000,21829,776,374441
1431226800000,2404,888,173821
1431226800000,257879,764,1285872
1431226800000,80683,6,215525 150169 1201060 300602
1431226800000,219600,678,212349 1195129
1431226800000,104605,283,412977 755833 1314085 468330 n3636.000 n24108.000
1431226800000,122970,678,1101877
1431226800000,371816,283,1088309 1178250 327449 934740 150169 127431 962707 734913 1178250 117991 1155117 898004 30603 582690 1088309 1063382 554693 161652 150169 780351 127431 962707 300703 1189968 5041 347454 30603 674447 619143 290891 718248 285545 1242195 957878 312815 1295045
1431226800000,108354,available,0
1431226800000,255699,678,428654
1431226800000,176985,6,823435 945042
1431226800000,103764,283,288534 150169 812456 1026481 1090896 708163 288534 3110 150169 718248 358111 458522 812456 615344 891094 493696 703408 653939 868573 30603 1128577 784788 1232103 451259 996918 33148 986284 639502 708163 1322984 250733 1277294 986284 639502 620268
1431226800000,392328,888,279101 179775 n48.000 1187104
1431226800000,403455,917,618584
1431226800000,96967,364,1303008
1431226800000,137341,888,1039159 n720.000
1431226800000,362842,140,769062
1431226800000,58826,112,679677
1431226800000,245809,159,519769
1431226800000,355674,790,n0.000
1431226800000,267161,888,351108
1431226800000,353161,283,571547 1061916 376705
1431226800000,157867,159,519769
1431226800000,74730,categoryid,47
1431226800000,89835,480,521441
1431226800000,256264,6,1209041 150169 426626
1431226800000,165405,678,212349
1431226800000,242895,available,0
1431226800000,170025,764,1285872
1431226800000,206357,227,633834
1431226800000,308445,790,n74280.000
1431226800000,461844,364,207056
1431226800000,397633,112,679677
1431226800000,178670,6,956975 1065616
1431226800000,440293,283,971154 292676 1318713 11451 253573 567120 n12.000
1431226800000,158358,888,1062938 167360 569289
1431226800000,453643,790,n27480.000
1431226800000,284607,790,n18000.000
1431226800000,106408,364,569415
1431226800000,341192,761,n8160.000 495356
1431226800000,295667,available,1
1431226800000,314583,678,634144
1431226800000,166258,available,0
1431226800000,284886,71,31884 1036954
1431226800000,437776,categoryid,1196
1431226800000,103341,678,270932
1431226800000,140650,112,679677
1431226800000,317247,678,763949
1431226800000,137048,888,856376 1030070 920228 992862 951748 212120 n30.000 1135780 1284577 n187.200 1284577 n34560.000 628176 n19440.000 914167 1284577 n96.000 1187104 1284577 n12.000 1175087 n12.000 1072114 1284577 491900 1284577 618514 980588 399087 126149 1284577 1141052 n48.000 288796 1284577 814297 670753 n96.000
1431226800000,417172,categoryid,209
1431226800000,158686,112,679677
1431226800000,208882,678,1057277
1431226800000,349770,790,n27240.000
1431226800000,379861,categoryid,64
1431226800000,24313,159,519769
1431226800000,273906,480,1154859
1431226800000,80577,112,679677
1431226800000,43413,888,847452
1431226800000,350544,678,708970
1431226800000,294163,categoryid,546
1431226800000,308221,888,565906 1249611 1146011
1431226800000,239295,112,679677
1431226800000,223514,776,163021
1431226800000,196773,678,8114
1431226800000,21203,71,376905
1431226800000,214058,112,679677
1431226800000,312757,888,92955 1128577 9075 237874 1275301
1431226800000,77316,763,17920
1431226800000,432863,790,n56400.000
1431226800000,237335,112,679677
1431226800000,228386,available,0
1431226800000,12930,678,796942
1431226800000,284894,764,1285872
1431226800000,82730,6,663199
1431226800000,309,1081,769062
1431226800000,372566,480,309080
1431226800000,88921,364,695370
1431226800000,453011,364,33956
1431226800000,398413,678,517849
1431226800000,425150,776,1003938
1431226800000,376956,790,n37920.000
1431226800000,166643,678,425055 447118
1431226800000,465153,678,1150811 785275
1431226800000,19072,available,0
1431226800000,458146,112,679677
1431226800000,122624,764,1285872
1431226800000,331297,908,322954 237874 380713 77690
1431226800000,293481,112,679677
1431226800000,438655,71,920988
1431226800000,242747,6,934609 202893
1431226800000,284696,776,519060
1431226800000,229296,680,581740
1431226800000,419009,680,1291560
1431226800000,294560,112,679677
1431226800000,427305,888,51829 919886
1431226800000,267420,112,679677
1431226800000,140972,283,981812 981374 223397
1431226800000,44961,6,1040170 1242195
1431226800000,286727,available,0
1431226800000,195419,888,83635 218503
1431226800000,119894,888,264309 482080 1076968 149327
1431226800000,401127,764,1285872
1431226800000,183178,790,n273600.000
1431226800000,156111,888,987941
1431226800000,160324,112,679677
1431226800000,49713,790,n9000.000
1431226800000,319739,15,111364
1431226800000,238103,categoryid,353
1431226800000,421044,776,1237799
1431226800000,364578,790,n3480.000
1431226800000,262330,790,n8760.000
1431226800000,107382,790,n128400.000
1431226800000,218448,776,339528
1431226800000,81326,categoryid,1613
1431226800000,7145,678,1204938
1431226800000,163540,917,n96696.000
1431226800000,433569,283,160795 283258 981281 829153 422670 711621
1431226800000,265762,764,1285872
1431226800000,290345,112,679677
1431226800000,29049,283,505421 945042 n42.000 530721 448937 1238850 1128577 636684 584096 384212 1215254 1307742 498252 505421 945042 581854 56371 42114 1215254 470907 1110874 1215254 1123780 782399 26820 1064781 530721 1164087 1097148 149279 418473 1161933
1431226800000,243148,678,1050009
1431226800000,413975,917,577187 n88092.000
1431226800000,465756,159,519769
1431226800000,62676,112,679677
1431226800000,429908,790,n31440.000
1431226800000,382445,888,1194687 550565 60730
1431226800000,40812,369,488660
1431226800000,81133,888,414418
1431226800000,98779,917,291618
1431226800000,246826,771,n15.600 190776 639502 n32.400 190776
1431226800000,335913,790,n23160.000
1431226800000,242884,790,n64920.000
1431226800000,152194,159,519769
1431226800000,174481,available,0
1431226800000,259844,790,n10080.000
1431226800000,353627,159,519769
1431226800000,205432,917,29246
1431226800000,112547,available,0
1431226800000,363873,available,0
1431226800000,308992,159,519769
1431226800000,106712,790,n9360.000
1431226800000,368822,categoryid,1147
1431226800000,193283,917,1240538 715292 419745
1431226800000,443581,6,984245 1322342
1431226800000,263903,364,1242038
1431226800000,18628,283,1214748 1186610 19273 543387 1142590 1082603 1214748 1186610 19273 543387 1142590 1082603 224903 639502 150169 610517 1128577 518047 1297729 n84.000 350726 575765 1186610 1049164 703408 207856 1237593 517801 1128577 1207446 1186610 610517 670951 811730 30603 648165 434273 838939
1431226800000,358728,888,n5340.000
1431226800000,318323,790,n151200.000
1431226800000,172475,869,769062
1431226800000,36248,764,1285872
1431226800000,176081,678,1318713
1431226800000,260860,159,519769
1431226800000,311844,283,107482 1070302 931950 840803 1128122
1431226800000,377216,categoryid,290
1431226800000,396549,364,170937
1431226800000,437605,available,0
1431226800000,443533,112,679677
1431226800000,378742,917,812220 n1140.000 770984
1431226800000,49159,790,n100920.000
1431226800000,32979,364,1044842
1431226800000,281522,917,441862
1431226800000,355936,available,0
1431226800000,389718,available,0
1431226800000,417485,112,679677
1431226800000,217878,112,679677
1431226800000,16764,364,1254211
1431226800000,2450,6,452320 853231
1431226800000,439690,categoryid,225
1431226800000,372505,678,998537
1431226800000,419354,764,1285872
1431226800000,61502,917,n1263744.000
1431226800000,112322,776,489237
1431226800000,333078,283,169219 127431 933344 169219 127431 128748 901319 746216 1128577 898004 516864 1182824 1154859 86628 1244358 630835 95473 1128577 148823 108779 384212 1215254 99083 1176780 1214748 435459 1103229 1128577 501946 115587 961388 30603
1431226800000,86343,available,1
1431226800000,22115,categoryid,769
1431226800000,169316,764,1285872
1431226800000,260229,159,519769
1431226800000,232626,112,679677
1431226800000,378897,917,827469 n1860.000 1169128 588541
1431226800000,61851,678,1150811 339009
1431226800000,425800,364,521552
1431226800000,239971,159,519769
1431226800000,464426,764,1285872
1431226800000,311717,680,1291560
1431226800000,416891,112,679677
1431226800000,423423,917,206822
1431226800000,265841,112,679677
1431226800000,150215,790,n35160.000
1431226800000,120910,159,519769
1431226800000,433199,678,590597
1431226800000,82713,71,376905
1431226800000,11847,283,1249027 6027 829003
1431226800000,65329,112,679677
1431226800000,194929,available,1
1431226800000,425504,790,n146760.000
1431226800000,356262,369,488660
1431226800000,56644,888,852270 232428 30603 629808 n60636.000
1431226800000,200943,888,741565 n6636.000 21957
1431226800000,376679,776,317543
1431226800000,306904,790,n669720.000
1431226800000,331818,283,1322342 145048 123248 1057795 1322342 145048 1057795 123248 790380 374474 1170571 1174704 532620 22060 150169 136810 703317 30603 8213 1230112 194997 798810 283006 108779 30603 1135856 150169 1282916 746774 1297729 901843 113294 929455
1431226800000,369234,categoryid,65
1431226800000,192587,917,1300986
1431226800000,213438,776,557760
1431226800000,33289,764,1285872
1431226800000,341817,364,590344
1431226800000,338685,888,1101144
1431226800000,189541,764,1285872
1431226800000,89847,888,228468 975279 n12.000 686768
1431226800000,96324,888,565219
1431226800000,45039,6,305351 937279
1431226800000,368149,917,566440
1431226800000,413282,764,1285872
1431226800000,63608,categoryid,646
1431226800000,457720,776,210994
1431226800000,255314,917,437265 690141 746840 468330 n960.000
1431226800000,224148,790,n26760.000
1431226800000,404977,764,1285872
1431226800000,224476,764,1285872
1431226800000,232444,categoryid,1196
1431226800000,114094,678,1023571
1431226800000,352118,6,505421 945042
1431226800000,338503,888,731320 568006 1311121
1431226800000,278377,764,1285872
1431226800000,102705,159,519769
1431226800000,288496,112,679677
1431226800000,458695,categoryid,565
1431226800000,96513,364,38653
1431226800000,55067,790,n549120.000
1431226800000,208665,790,n69840.000
1431226800000,271571,283,984245 1322342 262579 182269 591335 237874 554704 1115859 984245 1322342 591335 1097148 288731 1200722 707081 577248 697552 1322342 1297729 182269 237874 1155393 611917 655992 1186610 244923 718248 207856 591335 231181 365943 148839 1257447 703408 n96.000 913084
1431226800000,406560,6,726714
1431226800000,238917,287,1260494
1431226800000,145444,6,971154 292676
1431226800000,350522,790,n30360.000
1431226800000,4327,790,n5400.000
1431226800000,114752,917,741249
1431226800000,172879,364,1245093
1431226800000,125641,790,n236280.000
1431226800000,21571,790,n170880.000
1431226800000,184776,888,666094 1124417 992688 446843
1431226800000,344582,364,204446
1431226800000,124868,283,1183919 324576
1431226800000,13664,6,66094
1431226800000,309466,776,1242784
1431226800000,289986,112,679677
1431226800000,306807,790,n8640.000
1431226800000,375997,678,820477
1431226800000,207332,888,1168024 1100891 n24.000
1431226800000,235255,917,616139
1431226800000,83362,categoryid,342
1431226800000,190556,available,0
1431226800000,337959,678,922011 840490
1431226800000,2141,776,98712
1431226800000,266949,available,0
1431226800000,341982,764,1285872
1431226800000,403035,917,576991
1431226800000,87183,917,93833
1431226800000,140319,776,101047
1431226800000,446649,678,234027 322170
1431226800000,137256,283,229926 1259877 475178 19044 229926 969010 254988 237874 1273256 1036495 1320974 1158829 988697 793681 1302225 197913 30603 988697 793681 1302225 707318 747754 917367 550869 215649
1431226800000,228317,392,706848
1431226800000,81211,678,864259 1063261
1431226800000,106544,available,0
1431226800000,90258,159,519769
1431226800000,43979,764,1285872
1431226800000,313359,283,305351 322391 1076977 115773 946925 305351 322391 1076977 95543 909008 677013 615141 1016075 503398 796845 1180853 681387 1128577 1192767 1258853 226915 20327 1177075 54104 60990 1225619 30603
1431226800000,78715,790,n6480.000
1431226800000,399210,159,519769
1431226800000,164779,available,0
1431226800000,129859,790,n75744.000
1431226800000,39340,917,1299781 131769 215907
1431226800000,455944,283,188678 1095950 58077 351465 237874 n601.344 188678 1095950 58077 351465 237874 n601.344 628291 653611 1339552 986284 188678 1308676 612567 178507 41360 30603 3110 150169 85384 237874 505090 421782 58077 503398 437011 812619
1431226800000,239083,771,n15.600 190776 639502 n32.400 190776
1431226800000,357738,283,726714 n36.000 1128577 n12.000 870670 517905 34995 870670 1146153 517905 854124 726714 n36.000 1128577 n12.000 639502 3110 150169 610517 1128577 518047 1297729 505090 1178208 1175087 350726 868573 493696 1128577 188678 697552 718248 21488 1098018 85384 150169 850575 30603 456993 237874 810729 1229709 280874 639502 310016 30603 668584
1431226800000,14881,112,679677
1431226800000,320118,6,1020281
1431226800000,313443,112,679677
1431226800000,163794,917,775391
1431226800000,320653,6,823435 945042
1431226800000,373595,categoryid,342
1431226800000,75213,764,1285872
1431226800000,352301,categoryid,1533
1431226800000,196634,790,n100560.000
1431226800000,428951,364,169232
1431226800000,167784,available,0
1431226800000,54943,776,1124276
1431226800000,2105,776,114514
1431226800000,114436,764,1285872
1431226800000,227109,categoryid,282
1431226800000,315120,364,1220768
1431226800000,14744,776,498560
1431226800000,204932,888,389157 n96.120 1174943
1431226800000,245445,924,769062
1431226800000,278097,917,912777
1431226800000,177887,283,452949 151987 1314085 1155220 452949 151987 1314085 1270451 438885 170425 128522 781650 1128577 1320974 1035303 588923 397550 632142 30603 50514 203603 648014 1271914 452949 474341 755833 113508
1431226800000,200431,364,1310710
1431226800000,411139,678,1180441
1431226800000,147923,763,337402
1431226800000,262442,764,1285872
1431226800000,365677,776,816156
1431226800000,309294,790,n382080.000
1431226800000,241931,283,437251 1159465 1130390 1322661 1016041
1431226800000,242334,6,9705
1431226800000,221096,93,769062
1431226800000,58410,888,115324 570534
1431226800000,116164,776,1339669
1431226800000,358827,790,n158376.000
1431226800000,416594,159,519769
1431226800000,291318,790,n559200.000
1431226800000,75636,678,1120576 114320
1431226800000,212481,6,1252290 1319279 920988
1431226800000,142798,790,n16440.000
1431226800000,33191,888,490737
1431226800000,125336,227,283006 1187353
1431226800000,77412,283,823435 945042 1083274 891071 1100188 424492 639502 534169 405769 250259 945042 1083274 992347 1163226 1128577 712880 1055 237874 129275 703408 363565 1030323 677588 269172 30603 619858 46763 279887 379482 627302
1431226800000,120311,112,679677
1431226800000,403535,678,877320
1431226800000,410999,283,1229191 1142319
1431226800000,306194,678,1315552 283098
1431226800000,358269,283,1283144 353870 589250 1283688 n7296.000 739869 589250 1283688 n7296.000 1036472 639502 1096229 18800 1283144 353870 1055144 1063382 1185942 19304 1262973 30603 1274231 409738 939845 141897 551843 148823 1132504 925713 1096940
1431226800000,457277,678,165124
1431226800000,80399,888,1051803 787953 n24.000 253573 n713023956.000 127431
1431226800000,170647,283,861995 986363 691531 16790 150169 820477 437265 951705 952811 1002180 551354 312815 1080764 522521 150169 49434 820477 437265 951705 119118 698249 1128577 51515 30603 232608 1221902 73976 1087800 821952 366600 901561 703408
1431226800000,325211,available,1
1431226800000,273319,678,1031524
1431226800000,244702,283,1319279 920988 286484 201318 332766 169031
1431226800000,49508,283,215525 150169 226989 237822 n4743408.000 825028 n4743408.000 215525 150169 226989 445627 5041 582690 1128577 16718 215525 249416 1200818 426626 30603 950514 697552 1128577 188678 392615 44732 215525 743132 653611 132466
1431226800000,77482,categoryid,962
1431226800000,438073,112,679677
1431226800000,404007,917,n397932.000
1431226800000,417069,917,373587 60233
1431226800000,229131,917,216574 331161
1431226800000,430555,888,1096025
1431226800000,438361,112,679677
1431226800000,77443,available,0
1431226800000,425801,771,1178208 n15.600 190776
1431226800000,211861,112,679677
1431226800000,362321,364,455379
1431226800000,310664,6,505421 945042
1431226800000,135266,available,0
1431226800000,262939,6,21558
1431226800000,427130,790,n24840.000
1431226800000,185310,790,n7716.000
1431226800000,456515,888,n4164192060.000
1431226800000,376869,364,626252
1431226800000,379488,790,n14760.000
1431226800000,313878,776,725605
1431226800000,413144,categoryid,1250
1431226800000,338964,790,n41040.000
1431226800000,146038,776,1024523
1431226800000,305392,categoryid,342
1431226800000,329633,available,0
1431226800000,144988,6,767591
1431226800000,45131,categoryid,546
1431226800000,232163,112,679677
1431226800000,303741,888,108132
1431226800000,451805,790,n40920.000
1431226800000,243168,764,1285872
1431226800000,199347,790,n14640.000
1431226800000,204853,364,537414
1431226800000,52234,917,1103665
1431226800000,56265,764,1285872
1431226800000,273772,227,977762
1431226800000,260141,776,598863
1431226800000,46958,364,607477
1431226800000,241636,917,n10453800042071736.000
1431226800000,223488,categoryid,1404
1431226800000,202778,available,0
1431226800000,452430,921,769062
1431226800000,344261,159,519769
1431226800000,208264,364,1334118
1431226800000,18695,764,1285872
1431226800000,199687,categoryid,842
1431226800000,34247,917,355135
1431226800000,60954,categoryid,1561
1431226800000,187319,6,402775 237874 1262412
1431226800000,329305,888,792770
1431226800000,148731,112,679677
1431226800000,289295,364,835052
1431226800000,182272,available,0
1431226800000,121660,764,1285872
1431226800000,422626,categoryid,261
1431226800000,189986,521,769062
1431226800000,424994,888,649312 1224004
1431226800000,454091,364,243919
1431226800000,58724,categoryid,173
1431226800000,198090,364,888488
1431226800000,371828,888,1220465
1431226800000,410713,764,1285872
1431226800000,455813,159,519769
1431226800000,158972,790,n183840.000
1431226800000,71140,678,286312
1431226800000,149822,776,281538
1431226800000,243797,available,0
1431226800000,448429,112,679677
1431226800000,228203,917,1313679
1431226800000,309447,480,1133979
1431226800000,18323,790,n86400.000
1431226800000,63338,917,833568
1431226800000,173049,917,774957 388993
1431226800000,304738,763,337402
1431226800000,137170,917,272330
1431226800000,112934,888,150169 915957 727528 1107716
1431226800000,4453,917,236846
1431226800000,161654,112,679677
1431226800000,167599,6,154613
1431226800000,378212,364,328955
1431226800000,181684,283,685198 682142 772732
1431226800000,48360,112,679677
1431226800000,344716,790,n28788.000
1431226800000,318957,888,662068 792978 807759 922994
1431226800000,139375,6,283006 812080
1431226800000,245406,917,870523
1431226800000,288102,available,0
1431226800000,243376,888,1232737 650743 1123756
1431226800000,422112,790,n52068.000
1431226800000,146960,790,n26160.000
1431226800000,182651,917,n126077244.000
1431226800000,217898,71,1140693
1431226800000,217359,283,975329 150169 716637 699931 607113 1332458 564623 607113 1332458 699931 224903 312815 197220 1331563 1158829 1244358 136817 1063717 1246092 108779 267261 1114818 132466 986284 30603 1220366 718248 1163390
1431226800000,166182,790,n3960.000
1431226800000,224232,categoryid,403
1431226800000,421655,790,n6480.000
1431226800000,379929,678,286484
1431226800000,179040,776,1304693
1431226800000,143610,888,770436 n75600.000 546547 992862 677128 221748 1284577 259248 1284577 n31.200 1135780 1284577 n48.000 1187104 539109 661116 1257525 1284577 n6000.000 1187104 1284577 992862 625815 1119999 1284577 842796 1284577 1169991
1431226800000,439621,776,661635
1431226800000,179137,888,421187
1431226800000,18598,764,1285872
1431226800000,108157,764,1285872
1431226800000,417201,888,n2124.000
1431226800000,419544,available,0
1431226800000,343455,764,1285872
1431226800000,327180,283,377560 212349 526771 212349 942731 662807 554876 377560 465284 261772 1097825 963104 1128577 188678 136817 1218706 1263963 582690 150169 901561 908191 30603 1308676 460799 1297729 537148 70961 581854 322108 377560 1263557 801397 n14.400 924073
1431226800000,465488,917,1161260
1431226800000,356208,available,1
1431226800000,77228,888,1095303 920120 1118708
1431226800000,291392,112,679677
1431226800000,44075,6,809594
1431226800000,45367,888,1195704 325083 968826 32917 1086480
1431226800000,451072,112,679677
1431226800000,311632,776,458915
1431226800000,53831,678,508476
1431226800000,7133,917,414185
1431226800000,343261,283,236403 150169 1335864 817751 271456
1431226800000,248193,764,1285872
1431226800000,377651,283,505421 945042 n42.000 530721 217060 8437 323429
1431226800000,328744,112,679677
1431226800000,331840,790,n27120.000
1431226800000,7181,888,908253 101706
1431226800000,52344,categoryid,1244
1431226800000,442803,6,316731 31884
1431226800000,299814,112,679677
1431226800000,438357,159,519769
1431226800000,237069,888,232286 1289100 237874 431733
1431226800000,187984,134,n12.000
1431226800000,142853,763,880257
1431226800000,302642,159,519769
1431226800000,249138,283,305351 322391 1120576 114320 396993
1431226800000,7454,283,1225619 323398 1324053 n60.000 99287
1431226800000,407354,364,299340
1431226800000,361005,888,110314 n91392.000
1431226800000,15944,364,588736
1431226800000,198144,6,910826
1431226800000,428186,764,1285872
1431226800000,300587,364,1235694
1431226800000,385289,available,1
1431226800000,24509,available,1
1431226800000,124409,790,n125280.000
1431226800000,172202,888,283822
1431226800000,329011,764,1285872
1431226800000,181959,888,1238221 172430
1431226800000,137381,729,769062
1431226800000,130026,790,n32340.000
1431226800000,370542,764,1285872
1431226800000,416328,283,827388 1244028 133511 30603 834809 323404 72702 323404 150169 282351 234774 133511 30603 717971 834809 834282 703408 213944 323404 462235 1128577 527814 776957 878310 639502 19304 36014 639502 531333 639502 150169 775100 581854 1149771 924703 323404 150169 728656 1186610
1431226800000,437631,categoryid,1250
1431226800000,409472,888,641395
1431226800000,337446,available,1
1431226800000,424335,764,1285872
1431226800000,226208,888,1226787 n7560.000
1431226800000,294844,917,902343
1431226800000,464498,364,234344
1431226800000,336929,888,5135 630314
1431226800000,175470,364,183774
1431226800000,358300,776,840238
1431226800000,299494,available,0
1431226800000,120182,available,0
1431226800000,46606,480,726612
1431226800000,4723,790,n99120.000
1431226800000,408107,790,n22680.000
1431226800000,138890,790,n11640.000
1431226800000,381230,159,519769
1431226800000,329458,764,1285872
1431226800000,447992,790,n441840.000
1431226800000,270607,917,1256671 853517
1431226800000,163201,1081,n10800.000 739952
1431226800000,80527,283,545007 223672 835629 1332411
1431226800000,300232,776,1224416
1431226800000,376049,categoryid,1076
1431226800000,310650,6,726714
1431226800000,16454,771,n15.600 190776 639502 n32.400 190776
1431226800000,449212,678,963847
1431226800000,94976,917,n2421852024.000
1431226800000,9211,790,n395880.000
1431226800000,83956,917,191925 180198
1431226800000,8716,888,150169 1249617 8620 773221 936004 770786
