timestamp,visitorid,event,itemid,transactionid
1430728624511,731396,view,112744,
1430729230314,1377305,view,356129,
1430729236672,1056837,view,447959,
1430731960995,380727,view,135661,
1430732771004,800631,view,363645,
1430738893462,1017445,view,248127,
1430743051375,966221,view,398951,
1430743989766,1189675,view,49493,
1430744684741,1373946,view,67391,
1430745406541,269742,view,265166,
1430745513683,1307541,view,369158,
1430746301141,354977,view,142466,
1430747074516,1037518,view,162754,
1430747112184,1264657,view,305403,
1430747563643,956700,view,221236,
1430747879621,853480,view,40413,
1430748247218,1250910,view,183351,
1430748894723,317836,view,363802,
1430748984205,898415,view,328167,
1430750805234,999924,view,255947,
1430752107216,894686,view,99575,
1430752294348,893486,view,214189,
1430752441304,774003,view,459278,
1430753017917,129967,view,356455,
1430753682753,163561,view,267519,
1430753797923,1080353,view,7698,
1430754041219,714302,view,342465,
1430754233484,923852,view,10325,
1430754268893,1219155,view,384682,
1430754642082,1257459,view,346432,
1430754747676,517929,view,154594,
1430754798043,1201667,view,307035,
1430754924417,580245,view,429970,
1430754925567,1285189,view,8361,
1430755087181,339394,view,216827,
1430755280650,662342,view,290999,
1430755469572,577512,view,289726,
1430755845948,81491,view,302563,
1430755905120,64980,view,461031,
1430755918704,1065851,view,94105,
1430756370876,221176,view,197919,
1430756418784,556819,addtocart,311069,
1430756600158,163561,view,367152,
1430756791724,676690,view,315543,
1430757111208,921057,view,251081,
1430757248726,915167,view,371384,
1430757599162,1207777,view,246566,
1430758230103,165839,view,314600,
1430758487969,854226,view,168491,
1430758509485,256994,view,69982,
1430758653368,770187,view,153337,
1430758748014,418734,view,352723,
1430758840374,850069,view,376418,
1430758901475,1348163,view,353334,
1430759693053,151617,view,112983,
1430759737476,1124968,view,380898,
1430759756443,741638,view,145914,
1430760154478,710338,view,450950,
1430760279592,273639,view,439807,
1430760386596,700481,view,272324,
1430760712578,422673,view,81831,
1430760979423,929643,view,140861,
1430761044880,1380845,view,340808,
1430761187719,710338,view,3962,
1430761240812,164498,view,253277,
1430761298764,163561,view,344308,
1430761299691,534078,view,294677,
1430761453862,853583,view,102963,
1430761470644,1030766,view,207377,
1430761604519,289076,view,432106,
1430761757223,1043790,view,256473,
1430761823156,1207065,view,434314,
1430761891828,131166,view,302907,
1430761967735,647026,addtocart,384647,
1430762011053,787022,view,135764,
1430762128515,710338,view,320323,
1430762457598,837953,view,99803,
1430762567882,837418,view,211012,
1430763004101,1047659,addtocart,294807,
1430763102848,1279387,view,294805,
1430763118539,1279387,view,209101,
1430763151308,1156171,view,24659,
1430763193640,1335291,view,306952,
1430763299875,1156171,view,74750,
1430763365229,1370851,view,31958,
1430763466411,919278,view,224537,
1430763480508,499879,view,202697,
1430763578306,54535,view,267051,
1430763770026,147096,view,277767,
1430763812929,1387343,view,200530,
1430763837643,859359,addtocart,90210,
1430763859097,157134,view,22764,
1430763861014,509452,view,279489,
1430763939244,231687,view,221932,
1430764184823,16585,view,445635,
1430764592094,1085761,view,336131,
1430764861652,862755,view,428257,
1430764965089,125299,view,344765,
1430765062804,1161503,view,42751,
1430765288383,833518,view,91751,
1430765366887,1315863,view,390506,
1430765465175,927320,view,162991,
1430765479958,766521,view,309146,
1430765568244,868541,view,268955,
1430765973086,423392,view,166379,
1430766039744,859590,view,192491,
1430766041978,163561,view,149582,
1430766413204,138131,view,159095,
1430766476611,633423,view,180751,
1430766695240,710338,view,186352,
1430766792375,850991,view,10040,
1430767081728,910151,view,37023,
1430767106512,457059,view,14041,
1430767528666,922857,view,129338,
1430767578820,345963,view,275188,
1430767583639,865217,view,245573,
1430767598382,1206518,view,132600,
1430768024789,228173,view,441734,
1430768393466,799327,view,85227,
1430768549326,90790,view,177258,
1430768573630,795383,view,70430,
1430769122145,165214,view,16899,
1430769230387,143205,view,3634,
1430769682437,1311905,view,75075,
1430770116968,1014874,view,405851,
1430770150668,868541,view,298789,
1430770214725,298897,view,326436,
1430770265020,550779,view,458733,
1430770680897,15960,view,87014,
1430770733254,110534,view,362864,
1430770992921,482527,view,277139,
1430771237894,576194,view,374675,
1430771361885,322193,view,230405,
1430771663534,628163,view,91770,
1430771793709,138131,view,462224,
1430771895852,1108076,view,31611,
1430772086767,100271,view,461193,
1430772090137,736107,view,185690,
1430772148086,1221863,view,25170,
1430772165174,400494,view,119365,
1430772228011,1382016,view,87127,
1430772451240,1221863,view,152424,
1430772461671,561718,view,65433,
1430772653117,741666,view,30278,
1430772738390,1186791,view,66893,
1430772897759,56160,view,295236,
1430772945183,679172,addtocart,190534,
1430773145647,996943,view,351044,
1430773195076,244458,view,257070,
1430773401182,933776,view,200425,
1430773507022,1288553,view,61273,
1430773680267,299088,view,430197,
1430773820376,403143,view,376357,
1430773974531,710338,view,392367,
1430773993875,701335,view,324567,
1430774001109,868541,view,119736,
1430774046961,327464,view,50033,
1430774168128,57969,view,108021,
1430774313112,57969,view,108021,
1430774323573,124003,view,429759,
1430774792430,724954,view,465216,
1430774909764,608895,view,372845,
1430775060574,1197427,view,280933,
1430775084823,564987,view,101264,
1430775330380,938245,view,155943,
1430775379715,966242,view,3146,
1430775403122,403162,view,89232,
1430775644255,1349607,addtocart,462376,
1430775678013,1348761,view,413649,
1430775746494,840458,view,117124,
1430776019248,163055,view,236578,
1430776338983,1361853,view,250172,
1430776419348,925057,view,334913,
1430776429265,324858,view,213051,
1430776561896,925272,view,339703,
1430776750509,1349607,transaction,462376,1467.0
1430776955640,163486,view,249130,
1430776982995,32136,view,351435,
1430777343284,591714,view,420380,
1430777392839,644396,view,60411,
1430777428448,864513,view,131385,
1430777886973,289353,view,406171,
1430778008608,801097,view,2820,
1430778153880,1349607,addtocart,338308,
1430778272698,563010,view,183067,
1430778282291,1284152,view,252237,
1430778370941,577459,view,178451,
1430778528610,27032,view,317878,
1430778586712,577459,view,178451,
1430778610589,655163,view,173617,
1430778705148,33269,view,323607,
1430778829646,1045205,transaction,397020,10763.0
1430779144972,225375,view,274446,
1430779463426,733724,view,275339,
1430779751790,313282,view,331156,
1430779861694,1240207,view,66860,
1430779869480,485142,view,395522,
1430779961202,388556,view,151152,
1430780040823,733724,view,275339,
1430780080470,71930,view,268081,
1430780084796,969825,view,245183,
1430780127744,1043664,view,455614,
1430780400400,1352984,view,424515,
1430780746545,414122,addtocart,274756,
1430780767448,163561,view,440677,
1430780948684,184841,view,215596,
1430781017172,1062987,view,290171,
1430781216616,1062987,view,99238,
1430781229879,722396,view,117659,
1430781454053,939123,view,453774,
1430781465702,228954,view,192857,
1430782046089,163561,view,354484,
1430782106640,674433,view,446506,
1430782166471,500858,view,367648,
1430782475175,1201370,view,367490,
1430782746224,193863,view,412981,
1430782841088,964888,view,179233,
1430783061603,489554,view,302559,
1430783473394,1348533,view,267051,
1430783738906,184620,view,93766,
1430783827902,77184,view,326840,
1430784574048,409442,view,383717,
1430784868505,1346418,view,426833,
1430785030116,1190775,view,415995,
1430785149771,670651,view,228408,
1430785159582,83069,view,453537,
1430785293173,707264,view,101288,
1430785372312,300782,view,119236,
1430785487121,1301569,view,195490,
1430785500479,846411,view,143040,
1430785763920,1002437,view,283541,
1430786008011,972186,view,254563,
1430786051681,96420,view,77511,
1430786335199,994774,view,296465,
1430786662250,824719,view,28084,
1430787006177,275606,view,147005,
1430787117011,655654,view,318866,
1430787309972,334451,view,355287,
1430787410587,509521,view,349109,
1430787510412,401853,view,234255,
1430787816663,163561,view,359682,
1430787895344,1087039,view,19976,
1430788196927,134895,view,403487,
1430788276252,186826,view,23486,
1430788344203,1188373,view,206266,
1430788413735,1108934,view,337327,
1430788490900,151199,view,39488,
1430788788354,657685,view,349679,
1430788828351,740123,view,387782,
1430788960491,163561,view,46232,
1430789114191,562566,view,132168,
1430789143263,697838,view,362591,
1430789482960,487725,view,179400,
1430789635502,445586,view,447995,
1430789818214,1090962,view,466448,
1430790103610,258056,view,158844,
1430790168957,928201,view,454818,
1430790200469,623065,view,228521,
1430790482548,967048,view,447995,
1430790627273,361203,view,266859,
1430790694149,926098,view,215545,
1430790778545,209619,view,321005,
1430790813818,607545,view,166409,
1430790825401,1254205,view,293182,
1430790905155,1218846,view,339481,
1430790926777,165631,view,309821,
1430791375278,628453,view,291664,
1430791554118,851287,view,164748,
1430791612330,186398,view,346597,
1430791673536,1011022,view,322737,
1430791804774,390953,view,231108,
1430791831549,988693,view,121634,
1430791908484,430664,view,325308,
1430791942660,198453,view,257040,
1430792330135,679318,view,212653,
1430792430133,227319,view,25452,
1430792532699,921057,view,297634,
1430792562056,830132,view,154643,
1430792897756,740198,view,51360,
1430792904426,1303417,view,147400,
1430792944801,280611,view,180239,
1430792955701,860506,view,438068,
1430793114304,109626,view,461137,
1430793434903,552286,view,345452,
1430793445971,258538,view,271612,
1430793606729,951814,view,100282,
1430793752260,485197,view,181204,
1430793870913,882893,view,383285,
1430793967580,41448,view,285624,
1430793994335,41448,view,354365,
1430794130238,806944,view,120286,
1430794416862,965996,view,192254,
1430794452276,1001498,view,209896,
1430794584652,793334,view,93873,
1430794683846,394114,view,370422,
1430794699491,1109631,view,313732,
1430794738524,571500,view,317010,
1430794747396,311451,view,98893,
1430794836503,951076,view,224249,
1430795202028,172089,view,71750,
1430795202229,880586,view,305912,
1430795285679,311451,view,295386,
1430795291433,147210,view,260957,
1430795364845,409282,view,158926,
1430795395271,1388112,view,151187,
1430795509625,1337225,view,444593,
1430795528821,177420,view,96245,
1430795609093,739031,view,42542,
1430795666263,694118,view,46109,
1430795921851,1290166,view,26185,
1430796030442,822045,view,9025,
1430796102618,722302,view,421739,
1430796157466,470228,view,137427,
1430796432549,50670,view,30382,
1430796497446,1268126,view,369661,
1430796596727,75922,view,191805,
1430796688743,698090,view,393218,
1430796799083,834756,view,334920,
1430797136044,811393,view,299915,
1430797196429,60409,view,70252,
1430797213912,1373814,view,388338,
1430797243626,658360,view,118504,
1430797377099,626706,view,60005,
1430797544303,1381652,view,377683,
1430797735711,408044,view,71820,
1430797741665,690553,view,314824,
1430797870000,1016031,view,416529,
1430797896633,1313102,view,131812,
1430797921680,811393,view,299915,
1430797964474,1370558,view,373375,
1430798168936,886313,view,414100,
1430798294172,401942,view,430102,
1430798299470,291770,view,174409,
1430798487244,468853,addtocart,380493,
1430798662153,213624,view,349756,
1430798747360,982028,view,111530,
1430798840151,1037354,view,43802,
1430798870948,231311,view,132987,
1430798976901,742870,view,299123,
1430799286776,54546,view,435207,
1430799376376,600614,view,422007,
1430799399279,679366,view,395292,
1430799459459,1206408,view,338960,
1430799753650,148557,view,235224,
1430799911712,790390,view,268819,
1430800053574,1094511,view,201089,
1430800070949,744995,view,324100,
1430800304724,780333,view,341938,
1430800406691,893695,view,185982,
1430800732725,1096082,view,142614,
1430800740941,61662,view,437169,
1430800750348,334970,view,159200,
1430800784373,44009,view,375144,
1430800893756,334970,view,159200,
1430801393788,1281261,view,418729,
1430801605854,1287984,view,156665,
1430801627762,716012,view,40864,
1430801767185,296600,view,188169,
1430801908901,156957,addtocart,431447,
1430802159856,1127553,view,320732,
1430802357753,764571,view,74517,
1430802570684,238021,view,387265,
1430802790305,520623,view,413241,
1430802833186,579297,view,134460,
1430803243309,116045,view,21730,
1430803950869,1075444,view,229598,
1430804135878,1368770,view,433689,
1430804358883,655097,view,279457,
1430804506037,623277,view,168367,
1430804836390,578264,view,268729,
1430805027478,945156,view,221911,
1430805050160,179927,view,135463,
1430806332343,639928,view,242603,
1430806400041,1245091,view,266051,
1430806836890,8582,view,303828,
1430807253272,241975,view,239746,
1430808200227,50261,view,79148,
1430808949308,639925,view,51808,
1430809016722,10560,view,360487,
1430810333049,1058093,view,225257,
1430811159823,528479,view,331209,
1430811205294,984544,view,436004,
1430811271764,785838,view,254888,
1430812737086,357015,view,301115,
1430814701414,362141,view,311200,
1430814848301,1054005,view,362867,
1430816779123,1283490,view,257406,
1430818214655,372473,view,38759,
1430820373670,925917,view,134956,
1430820874782,987894,view,193301,
1430821239421,221826,view,82612,
1430821969203,320649,view,397919,
1430826893683,1000968,view,394461,
1430827224076,797523,view,354576,
1430828154513,629746,view,26970,
1430828894280,511392,view,350734,
1430829323254,1308159,view,294628,
1430830924994,1343382,view,278612,
1430831407104,1287877,view,63862,
1430831410373,70238,view,452852,
1430832630836,1044918,view,291667,
1430832745922,1208809,view,26745,
1430834400429,1230979,view,427895,
1430834709193,1208809,view,466501,
1430835135566,699968,view,57671,
1430835199187,294105,view,366666,
1430835418421,17307,view,333095,
1430835913697,708983,view,427103,
1430835972468,659199,view,39233,
1430836465408,591760,view,91152,
1430836514837,247251,view,198662,
1430836533128,619012,transaction,308903,7330.0
1430836615627,856726,view,316653,
1430836771176,187449,view,312978,
1430837452668,863976,view,444899,
1430837726532,378162,view,79555,
1430837824932,861031,view,289933,
1430837901210,910523,view,121267,
1430837958292,200218,view,423672,
1430837980673,278974,view,444628,
1430838008448,272372,view,136282,
1430838089741,910523,view,375730,
1430838612900,921566,view,312570,
1430839084832,856671,view,179317,
1430839311606,56173,view,464767,
1430839443011,268388,view,249829,
1430839996409,854160,view,149197,
1430840113181,1141007,view,18936,
1430840300118,106080,view,434204,
1430840398409,866363,view,309519,
1430840459563,994511,view,186749,
1430840569704,273548,view,374053,
1430840727187,9290,view,199706,
1430840764536,521973,addtocart,4001,
1430840820676,1056192,addtocart,235460,
1430840924907,342449,view,111223,
1430841098322,624063,view,285680,
1430841256050,8914,view,214332,
1430841271790,85734,view,143011,
1430841278820,167693,view,219318,
1430841384357,1060270,view,32453,
1430841643475,701878,view,140251,
1430841864187,1401567,view,32379,
1430842553904,229157,view,321005,
1430842952073,561926,view,458124,
1430843224190,611342,view,400627,
1430843364036,282559,view,392917,
1430843379889,386081,view,407208,
1430843447750,1007001,view,463617,
1430843460697,1277967,view,364449,
1430843830834,381575,view,397013,
1430843934304,1035499,view,235823,
1430844012444,639414,view,262519,
1430844221630,1035814,view,25762,
1430844454388,242364,view,303237,
1430844653628,54791,view,137352,
1430844755287,1022949,view,9025,
1430844850982,1036870,view,213902,
1430844988594,1402416,view,163486,
1430845015692,526125,view,30488,
1430845016630,337420,view,184934,
1430845018668,70867,view,56782,
1430845019405,868780,view,320130,
1430845045364,587075,view,101620,
1430845094842,84685,view,269590,
1430845171938,734242,view,413602,
1430845432447,1152818,view,189464,
1430845693409,1142937,view,185281,
1430845768448,1346775,view,319493,
1430845873176,397267,view,89646,
1430845888796,389532,view,431616,
1430846041183,622860,view,242905,
1430846156561,1386260,view,436400,
1430846247716,219518,view,62023,
1430846312335,63197,view,1807,
1430846442375,261457,view,437022,
1430846646911,392632,view,175600,
1430846666855,341205,view,437935,
1430846889041,695142,view,110151,
1430846928505,551198,view,118872,
1430846963602,716337,view,409618,
1430846970694,344486,addtocart,410889,
1430847222390,842715,view,105122,
1430847254067,567423,view,257412,
1430847457150,555801,view,359313,
1430847720865,929709,view,115818,
1430848066648,915101,view,262169,
1430848247467,400676,view,331857,
1430848457358,4851,view,451678,
1430848545478,536693,view,136226,
1430849143563,1255519,view,38483,
1430849185093,992171,view,273239,
1430849314418,951418,view,304669,
1430849429095,440763,view,301492,
1430849452290,83368,view,261265,
1430849453183,1276676,view,445059,
1430849491158,376342,view,239947,
1430849508702,1380734,view,455804,
1430849599793,677188,view,24415,
1430849707953,1206811,view,288858,
1430849861852,648463,view,390093,
1430850048268,258496,view,312717,
1430850220125,30313,view,194761,
1430850286331,1233788,view,357318,
1430850545504,342690,view,83791,
1430850595915,889407,addtocart,184934,
1430850617621,1269071,view,455195,
1430850804328,1025687,view,358148,
1430851013013,482145,view,331948,
1430851222595,1274947,transaction,89663,13154.0
1430851276872,500967,view,383857,
1430851288405,595559,view,335413,
1430851349089,878654,view,369447,
1430851438581,1333987,view,412656,
1430851441645,1198276,view,46170,
1430851490158,1316448,view,127567,
1430851548835,824442,view,101173,
1430851554252,1234781,view,72385,
1430851750167,472882,view,338788,
1430851758536,584953,view,358985,
1430851779741,1025810,view,231003,
1430851902428,1312648,view,111028,
1430851949233,1054905,view,458804,
1430852035147,815650,view,134248,
1430852326536,1309141,view,127948,
1430852470725,948322,view,150407,
1430852592484,424903,view,24715,
1430852693391,515305,view,69167,
